38464.402,"TEC-TE-10002243,MÉXICO"
20127.0,"MOV-ES-10001606,CUBA"
18969.6,"MOV-CA-10001195,EL SALVADOR"
17589.6,"TEC-TE-10001342,MÉXICO"
13410.2,"TEC-AC-10001054,BRASIL"
13238.651,"TEC-CO-10001549,MÉXICO"
12331.801,"MOV-ES-10004606,GUATEMALA"
12275.308,"TEC-CO-10000694,MÉXICO"
11971.2,"TEC-AC-10000310,MÉXICO"
11925.2,"TEC-TE-10000636,GUATEMALA"
11486.4,"MAT-AC-10004353,MÉXICO"
10115.363,"TEC-CO-10004698,MÉXICO"
10024.2,"TEC-TE-10004351,MÉXICO"
10024.0,"MAT-AC-10000709,MÉXICO"
9993.6,"MAT-AC-10004675,MÉXICO"
9966.0,"MOV-ME-10002663,TRINIDAD E TOBAGO"
9921.6,"TEC-TE-10002079,EL SALVADOR"
9921.6,"TEC-TE-10002079,NICARÁGUA"
9736.0,"MOV-CA-10003933,BRASIL"
9646.912,"TEC-CO-10003448,MÉXICO"
9524.8,"MOV-CA-10002633,BRASIL"
9147.6,"MOV-ES-10002397,COLÔMBIA"
9114.0,"MOV-CA-10004202,BRASIL"
9071.92,"MOV-CA-10001195,MÉXICO"
9022.2,"TEC-AC-10004216,MÉXICO"
8978.4,"TEC-AC-10000310,BRASIL"
8886.0,"MOV-CA-10001949,BRASIL"
8876.0,"MAT-AC-10003948,MÉXICO"
8876.0,"MAT-AC-10003948,COLÔMBIA"
8728.281,"TEC-CO-10000083,GUATEMALA"
8681.2,"MOV-CA-10001756,URUGUAI"
8564.4,"MAT-AC-10004881,COLÔMBIA"
8553.2,"MAT-AR-10001101,MÉXICO"
8518.0,"TEC-TE-10000636,CUBA"
8497.075,"TEC-CO-10003192,NICARÁGUA"
8334.2,"MOV-CA-10002633,EL SALVADOR"
8312.2,"MOV-ES-10001900,BRASIL"
8226.4,"MOV-CA-10003678,CUBA"
7985.138,"TEC-CO-10003089,BRASIL"
7883.5195,"MOV-ES-10002397,BRASIL"
7858.2,"MAT-AC-10000080,MÉXICO"
7828.816,"TEC-CO-10001948,MÉXICO"
7816.0,"TEC-TE-10000934,BRASIL"
7688.8,"MOV-ES-10003278,BRASIL"
7518.856,"TEC-CO-10002822,EL SALVADOR"
7515.56,"TEC-CO-10004032,BRASIL"
7515.548,"TEC-CO-10002423,MÉXICO"
7415.0,"MOV-ME-10002205,CUBA"
7282.8,"MOV-CA-10000570,BRASIL"
7281.0,"MAT-AC-10004176,BRASIL"
7274.0,"MOV-ES-10000469,MÉXICO"
7239.32,"MOV-ME-10000784,EL SALVADOR"
7132.269,"TEC-CO-10004061,MÉXICO"
7102.8,"MOV-CA-10001756,GUATEMALA"
7060.6143,"TEC-CO-10001549,NICARÁGUA"
6890.88,"MOV-ME-10002977,MÉXICO"
6880.8,"MAT-AC-10000427,URUGUAI"
6814.4,"TEC-TE-10000636,BRASIL"
6806.0137,"TEC-CO-10000025,MÉXICO"
6806.0137,"TEC-CO-10000025,BRASIL"
6766.9707,"TEC-CO-10002822,MÉXICO"
6709.0,"MOV-ES-10001606,BRASIL"
6697.6,"TEC-AC-10004216,REPÚBLICA DOMINICANA"
6661.2,"MAT-AC-10004881,MÉXICO"
6486.0,"MOV-ES-10004288,BRASIL"
6352.2,"TEC-AC-10001054,NICARÁGUA"
6344.92,"MOV-CA-10004202,MÉXICO"
6332.2,"MOV-ES-10003345,NICARÁGUA"
6286.4,"MOV-ME-10003357,CUBA"
6256.297,"TEC-CO-10003504,MÉXICO"
6252.8,"TEC-TE-10000934,MÉXICO"
6220.2,"MOV-CA-10000733,BRASIL"
6178.037,"TEC-CO-10001549,CUBA"
6150.5996,"TEC-MA-10000777,MÉXICO"
6062.0,"MOV-ES-10000469,NICARÁGUA"
6036.8,"MAT-AC-10002057,EL SALVADOR"
6029.32,"TEC-CO-10003448,BRASIL"
6001.52,"MOV-CA-10004117,MÉXICO"
5988.0,"MOV-ES-10004961,EL SALVADOR"
5988.0,"MOV-ES-10004961,BRASIL"
5951.0,"MOV-ES-10001489,BRASIL"
5940.0,"TEC-AC-10000168,MÉXICO"
5940.0,"TEC-AC-10000168,EL SALVADOR"
5934.6,"TEC-AC-10003185,MÉXICO"
5836.8,"MOV-CA-10001195,BRASIL"
5824.8,"MAT-AC-10004176,GUATEMALA"
5723.6133,"TEC-CO-10003215,MÉXICO"
5660.2,"MAT-AC-10001960,BRASIL"
5646.4,"TEC-AC-10001054,EL SALVADOR"
5618.4,"MOV-ES-10002892,NICARÁGUA"
5583.2,"MOV-CA-10001979,BRASIL"
5566.4,"MOV-CA-10003678,MÉXICO"
5551.0,"MOV-ES-10000644,NICARÁGUA"
5545.12,"MOV-CA-10001035,MÉXICO"
5524.4,"MOV-CA-10001833,BRASIL"
5514.0,"TEC-TE-10004881,GUATEMALA"
5484.5996,"MAT-AC-10002466,NICARÁGUA"
5460.0,"MAT-AC-10001364,MÉXICO"
5428.8,"TEC-AC-10004859,MÉXICO"
