39,"MAT-FI-10000516,MÉXICO"
34,"MOV-CA-10001016,BRASIL"
34,"MOV-CA-10002867,MÉXICO"
33,"MAT-CO-10004718,MÉXICO"
33,"MAT-FI-10001495,MÉXICO"
32,"MAT-PA-10000551,MÉXICO"
31,"MAT-AR-10001334,MÉXICO"
31,"MAT-FI-10001532,MÉXICO"
29,"MAT-CO-10001827,MÉXICO"
27,"MAT-AR-10002476,MÉXICO"
26,"MOV-CA-10002673,BRASIL"
26,"MOV-CA-10001401,BRASIL"
26,"TEC-TE-10002243,MÉXICO"
25,"TEC-TE-10002683,MÉXICO"
25,"MAT-EN-10000917,MÉXICO"
25,"MAT-FI-10002974,HONDURAS"
24,"MOV-MO-10003988,MÉXICO"
24,"MOV-CA-10001415,MÉXICO"
24,"MAT-ET-10001153,MÉXICO"
23,"MOV-CA-10001506,MÉXICO"
22,"MAT-AR-10001422,MÉXICO"
22,"TEC-TE-10002423,MÉXICO"
22,"MAT-FI-10002974,MÉXICO"
22,"MAT-EN-10001135,BRASIL"
22,"MAT-AR-10004875,MÉXICO"
21,"MOV-CA-10003984,MÉXICO"
21,"MOV-CA-10001755,MÉXICO"
21,"MAT-ET-10000988,MÉXICO"
21,"MAT-FI-10004209,CUBA"
21,"MAT-AR-10003420,CUBA"
21,"MAT-MA-10002935,MÉXICO"
21,"MAT-FI-10004660,MÉXICO"
21,"MAT-EN-10002048,MÉXICO"
21,"MAT-FI-10001380,MÉXICO"
21,"MAT-AR-10004677,CUBA"
21,"MAT-AR-10004240,MÉXICO"
21,"TEC-CO-10001147,MÉXICO"
21,"MAT-FI-10002569,MÉXICO"
20,"MAT-AR-10001020,MÉXICO"
20,"TEC-AC-10001104,MÉXICO"
20,"MAT-FI-10002102,BRASIL"
20,"MAT-FI-10002872,MÉXICO"
20,"MAT-MA-10005000,MÉXICO"
20,"MAT-AR-10001139,MÉXICO"
20,"MAT-ET-10003335,MÉXICO"
19,"MOV-ES-10004806,MÉXICO"
19,"MAT-AR-10003215,MÉXICO"
19,"TEC-AC-10001054,BRASIL"
19,"TEC-AC-10004745,MÉXICO"
19,"MAT-FI-10000562,MÉXICO"
19,"MAT-AR-10004937,MÉXICO"
19,"MAT-ET-10001964,REPÚBLICA DOMINICANA"
19,"MOV-CA-10004984,MÉXICO"
19,"MOV-CA-10002889,MÉXICO"
19,"TEC-AC-10001228,CUBA"
19,"MAT-AR-10004653,MÉXICO"
19,"MAT-FI-10003340,MÉXICO"
19,"TEC-CO-10003215,MÉXICO"
19,"MAT-PA-10000202,BRASIL"
19,"MOV-CA-10002289,MÉXICO"
18,"MOV-MO-10004936,MÉXICO"
18,"MOV-CA-10002523,MÉXICO"
18,"MAT-AR-10000003,MÉXICO"
18,"TEC-CO-10003089,BRASIL"
18,"MAT-PA-10003495,MÉXICO"
18,"MAT-EN-10002322,MÉXICO"
18,"MAT-AR-10000276,MÉXICO"
18,"MAT-AC-10001458,MÉXICO"
18,"MAT-AR-10002720,ARGENTINA"
18,"MAT-FI-10001093,BRASIL"
18,"MAT-PA-10001670,MÉXICO"
18,"MAT-MA-10004847,MÉXICO"
18,"MAT-AR-10002439,MÉXICO"
18,"MAT-MA-10003011,NICARÁGUA"
18,"MOV-MO-10001338,BRASIL"
18,"MAT-CO-10001583,EL SALVADOR"
18,"TEC-TE-10004237,MÉXICO"
18,"MAT-AR-10002512,EL SALVADOR"
18,"MAT-FI-10000858,HONDURAS"
18,"TEC-TE-10001342,MÉXICO"
18,"MOV-MO-10001468,MÉXICO"
17,"MAT-FI-10001212,REPÚBLICA DOMINICANA"
17,"TEC-AC-10002413,BRASIL"
17,"MAT-AR-10003516,EL SALVADOR"
17,"TEC-TE-10002740,MÉXICO"
17,"MOV-ES-10004190,MÉXICO"
17,"MAT-CO-10003823,MÉXICO"
17,"MOV-CA-10004202,MÉXICO"
17,"MAT-FI-10000858,MÉXICO"
17,"TEC-CO-10002466,MÉXICO"
17,"TEC-CO-10001366,MÉXICO"
17,"MAT-CO-10000539,EL SALVADOR"
17,"MAT-FI-10002233,MÉXICO"
17,"MAT-EN-10004248,MÉXICO"
17,"MOV-CA-10002735,MÉXICO"
17,"MAT-FI-10001935,EL SALVADOR"
17,"MAT-AR-10001384,MÉXICO"
17,"MAT-EN-10003820,PANAMÁ"
17,"MOV-CA-10000803,MÉXICO"
17,"MAT-ET-10003735,BRASIL"
17,"MOV-CA-10003020,MÉXICO"
17,"MAT-CO-10001655,MÉXICO"
17,"MAT-FI-10004130,MÉXICO"
17,"MAT-PA-10000497,MÉXICO"
16,"MOV-ES-10003326,MÉXICO"
16,"TEC-AC-10000310,MÉXICO"
16,"MAT-FI-10001873,NICARÁGUA"
16,"MAT-ET-10001028,MÉXICO"
16,"MOV-CA-10004873,MÉXICO"
16,"MAT-AR-10003516,MÉXICO"
16,"MOV-ES-10003257,MÉXICO"
16,"MAT-AR-10003722,MÉXICO"
16,"MAT-AR-10003992,REPÚBLICA DOMINICANA"
16,"MOV-CA-10000984,MÉXICO"
16,"MOV-CA-10003783,MÉXICO"
16,"MOV-CA-10004194,HONDURAS"
16,"MOV-MO-10002034,MÉXICO"
16,"TEC-AC-10002133,MÉXICO"
16,"MAT-AR-10000604,NICARÁGUA"
16,"MAT-FI-10001984,BRASIL"
16,"TEC-CO-10003448,MÉXICO"
16,"MAT-AR-10002066,MÉXICO"
16,"MAT-FI-10002918,MÉXICO"
16,"TEC-AC-10000500,MÉXICO"
16,"MAT-CO-10000999,CUBA"
16,"MAT-FI-10000954,MÉXICO"
16,"MOV-CA-10002269,MÉXICO"
15,"TEC-CO-10000545,MÉXICO"
15,"TEC-TE-10004236,MÉXICO"
15,"MAT-EN-10004759,BRASIL"
15,"MAT-AR-10002650,MÉXICO"
15,"MAT-ET-10000494,EL SALVADOR"
15,"TEC-CO-10002761,MÉXICO"
15,"MOV-CA-10003058,BRASIL"
15,"MOV-CA-10004084,MÉXICO"
15,"TEC-AC-10003203,MÉXICO"
15,"MOV-ES-10004976,MÉXICO"
15,"MAT-FI-10004625,MÉXICO"
15,"MOV-MO-10004932,MÉXICO"
15,"MAT-EN-10001187,MÉXICO"
15,"MAT-EN-10002228,PANAMÁ"
15,"TEC-AC-10002860,MÉXICO"
15,"MOV-MO-10004431,MÉXICO"
15,"MAT-AR-10002737,MÉXICO"
15,"MOV-CA-10001016,MÉXICO"
15,"MAT-FI-10000309,REPÚBLICA DOMINICANA"
15,"MAT-FI-10002700,MÉXICO"
15,"MOV-MO-10002143,MÉXICO"
15,"MAT-AR-10001753,HONDURAS"
15,"MOV-MO-10000968,HONDURAS"
15,"MAT-AR-10000892,BRASIL"
15,"TEC-AC-10003597,MÉXICO"
15,"MAT-EN-10001718,MÉXICO"
15,"MAT-CO-10000897,MÉXICO"
15,"MAT-AR-10003722,REPÚBLICA DOMINICANA"
15,"MOV-CA-10003783,REPÚBLICA DOMINICANA"
15,"TEC-TE-10004283,BRASIL"
15,"MOV-CA-10004178,MÉXICO"
15,"MAT-PA-10002516,GUATEMALA"
